"dataset","structure_index","enzyme_index","uniprot","sequence_length","substrate","n_samples","n_positive"
"brenda","313688","5339","P15150","503","O[C@@H]1CCc2ccccc21","1","0"
"brenda","313696","5282","Q50EK6","481","OC1=Nc2ccccc2C1","1","0"
"brenda","313768","5109","P08684","503","COc1cc2c(cc1O)C1Cc3ccc4c(c3CN1CC2)OCO4","1","0"
"brenda","313935","5064","Q6VVX0","501","C/C=C\C","1","0"
"brenda","314007","5295","Q16850","509","C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12","1","0"
"brenda","314043","5150","Q8W3Y5","513","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","314095","5311","Q6TBX7","539","c1ccc2c(c1)sc1ccccc12","1","0"
"brenda","314112","5220","Q6IV13","496","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","1","0"
"brenda","314206","5362","O15528","508","N[C@@H](Cc1ccc(O)cc1)C(=O)O","1","0"
"brenda","314252","5210","Q08477","520","CC1(C)S[C@@H]2[C@H](N=C(O)Cc3cccs3)C(=O)N2[C@H]1C(=O)O","1","0"
"brenda","314275","5071","O75881","506","O=C1O[C@H]([C@@H](O)CO)C(O)=C1O","1","0"
"brenda","314344","5671","P47195","487","C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(=N)nc(O)c2N1","1","0"
"brenda","314419","5125","P78329","520","CCOC(=O)c1ccc(/N=N/N(C)C(O)=NCCc2ccc(O)c(O)c2)cc1","1","0"
"brenda","314446","5172","U5NE19","521","c1ccc2c(c1)[nH]c1ccccc12","1","0"
"brenda","314463","5170","D1MI46","495","[Cl-]","1","0"
"brenda","314521","5228","Q8W4T9","485","CC(C)CCC[C@H](C)[C@H]1CC[C@H]2C3=CC[C@@H]4[C@](C)(CC[C@H](O)[C@]4(C)CO)[C@H]3CC[C@]12C","1","0"
"brenda","314657","5118","A0A3Q7HS74","475","N=C(NO)Nc1ccc(C(F)(F)F)cc1","1","0"
"brenda","314671","5295","Q16850","509","C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O","1","0"
"brenda","314682","5082","Q9GMC8","508","C[C@@H](C1CC[C@@]2(O)C3=CC(=O)C4C[C@H](O)[C@@H](O)C[C@]4(C)C3CC[C@]12C)[C@H](O)CCC(C)(C)O","1","0"
"brenda","314685","5283","Q94IA6","491","CSC[C@H](N)C(=O)O","1","0"
"brenda","314733","5198","P48522","505","c1ccoc1","1","0"
"brenda","314740","5295","Q16850","509","CCCCSc1ccccc1","1","0"
"brenda","314784","5070","F7EN52","525","CC(C)CCC[C@H](C)[C@H]1CC[C@H]2C3=CC[C@@H]4[C@](C)(CC[C@H](O)[C@]4(C)CO)[C@H]3CC[C@]12C","1","0"
"brenda","314795","5265","Q8VQF6","404","CC(C)[C@@H]1CC[C@@]2(C)C[C@H]3[C@@H](C)CC[C@@H]3[C@](C)(O)C/C=C/12","1","0"
"brenda","314851","5242","P0CT93","528","O=C(O)c1ccc(O)cc1","1","0"
"brenda","314894","5267","Q9FH76","463","C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(=N)nc(O)c2N1","1","0"
"brenda","314964","5094","Q43135","558","C=Cc1c(C)c2cc3nc(c4c5nc(cc6[nH]c(cc1[n-]2)c(C)c6CC)C(C)=C5C(=O)[C@@H]4C(=O)OC)[C@@H](CCC(=O)[O-])[C@@H]3C.[Mg+4]","1","0"
"brenda","315100","5315","B4FVP3","505","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","315103","5342","P51663","503","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","315177","5125","P78329","520","ClC1Cc2ccccc2C1","1","0"
"brenda","315336","5361","O35084","507","CC1=CCC2CC1C2(C)C","1","0"
"brenda","315345","5357","Q64441","514","C=Cc1c(C)c2cc3[n-]c(cc4nc(cc5nc(cc1[n-]2)C(C)=C5CCC(C)=O)C(CCC(C)=O)=C4C)c(C)c3C=C.[Fe+6]","1","0"
"brenda","315353","5099","A0A068Q609","526","N[C@@H](Cc1ccc(O)cc1)C(=O)O","1","0"
"brenda","315379","5184","Q6WNQ9","501","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","315464","5167","Q8VWZ7","493","C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O","1","0"
"brenda","315499","5099","A0A068Q609","526","C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO","1","0"
"brenda","315538","5170","D1MI46","495","CC1Sc2ccccc2S1","1","0"
"brenda","315670","4981","P98187","520","CCCCCCCC/C=C\CCCCCCCC(=O)O","1","0"
"brenda","315711","5063","P08683","500","C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(=N)nc(O)c2N1","1","0"
"brenda","315826","5253","Q2MJ20","479","N[C@@H](CS)C(=O)O","1","0"
"brenda","315905","5658","Q9LW27","490","CCCc1ccc(Cl)cc1","1","0"
"brenda","315981","5671","P47195","487","CC(=O)CCc1ccccc1","1","0"
"brenda","315984","5280","C0SJS4","476","C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","316000","5359","Q09128","514","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(O)C[C@@H]4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","316011","5358","Q07973","514","CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3","1","0"
"brenda","316050","5290","A6YIH8","502","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","316195","5265","Q8VQF6","404","c1ccc(-c2ccccc2)cc1","1","0"
"brenda","316266","5189","P93147","499","CC(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C","1","0"
"brenda","316274","5071","O75881","506","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21","1","0"
"brenda","316289","5128","B8QHP5","523","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","316358","5100","O65782","499","Oc1ccc(Cl)cc1","1","0"
"brenda","316407","5357","Q64441","514","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","316466","5111","A0A1D6F9Y9","554","C=Cc1c(C)c2cc3nc(c4c5nc(cc6[nH]c(cc1[n-]2)c(C)c6CC)C(C)=C5C(=O)[C@@H]4C(=O)OC)[C@@H](CCC(=O)[O-])[C@@H]3C.[Mg+4]","1","0"
"brenda","316479","5358","Q07973","514","Nc1ccc(C(=O)O)cc1","1","0"
"brenda","316499","5357","Q64441","514","CC1(C)CC[C@]2(C)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1","1","0"
"brenda","316584","5339","P15150","503","C=CCOC(=O)c1ccccc1Cl","1","0"
"brenda","316585","5130","A2RRT9","525","c1ccc(-n2ccnc2)cc1","1","0"
"brenda","316692","4981","P98187","520","O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21","1","0"
"brenda","316749","5196","P37114","506","CCc1ccccc1Br","1","0"
"brenda","316773","5000","P00191","496","CN(C)CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1","1","0"
"brenda","316785","21390","P24557","533","N#C[C@@H](O)c1ccccc1","1","0"
"brenda","316808","5034","P05093","508","C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C","1","0"
"brenda","316822","5119","A0A125QZE2","503","CC(=O)CCc1ccccc1","1","0"
"brenda","316907","5167","Q8VWZ7","493","Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2","1","0"
"brenda","316908","5285","Q94FM7","504","COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1","1","0"
"brenda","316990","5669","B5UAQ8","490","Oc1ccc2ccccc2c1","1","0"
"brenda","317049","5295","Q16850","509","CCC1CC1(N)C(=O)[O-]","1","0"
"brenda","317105","5034","P05093","508","CC1(C)[C@@H]2CC(=O)[C@@]1(C)CC2=O","1","0"
"brenda","317165","5103","Q9ZUX1","495","CC(=O)c1ccc(O)c(C)c1","1","0"
"brenda","317190","5285","Q94FM7","504","c1ccc(Cc2ccccc2)cc1","1","0"
"brenda","317224","5282","Q50EK6","481","C1CCCCC1","1","0"
"brenda","317282","4997","Q42600","520","CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CCC4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","317321","5285","Q94FM7","504","COc1ccc2c(c1)CCC2=O","1","0"
"brenda","317498","5211","P51869","522","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","317602","5672","B1NF18","505","N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)O","1","0"
"brenda","317668","5359","Q09128","514","O=C(O)c1ccccc1","1","0"
"brenda","317676","21351","Q9AVQ1","478","NCC(=O)CCC(=O)O","1","0"
"brenda","317699","21390","P24557","533","CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O","1","0"
"brenda","317789","5359","Q09128","514","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","317837","5672","B1NF18","505","N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O","1","0"
"brenda","317856","5358","Q07973","514","CC(C)C1=CC2=CC[C@H]3[C@](C)(CO)CCC[C@]3(C)[C@H]2CC1","1","0"
"brenda","317894","5296","Q64654","503","CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O","1","0"
"brenda","317908","5167","Q8VWZ7","493","Cc1cccc(/C=C/C(=O)O)c1","1","0"
"brenda","317927","5317","P93149","523","CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1","1","0"
"brenda","317972","5063","P08683","500","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","0"
"brenda","318036","5656","A0A140IL92","513","[Br-]","1","0"
"brenda","318049","5267","Q9FH76","463","CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O","1","0"
"brenda","318112","5069","Q9WVK8","500","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","318141","5112","Q9LSF8","515","CCCCCCCCCCCCCCCCCC(=O)O","1","0"
"brenda","318146","5666","Q50LH4","495","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","0"
"brenda","318173","5277","Q7YRB2","501","CCC(C)=O","1","0"
"brenda","318189","5296","Q64654","503","N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O","1","0"
"brenda","318203","5326","A0A0B4KZX8","475","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","0"
"brenda","318222","5665","U5NDT8","527","C=CC1=C(C)c2cc3[n-]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5C=C)c(C)c4CCC(=O)O)c(CCC(=O)OC)c3C.[Mg+2]","1","0"
"brenda","318317","5225","P98183","506","O=[N+]([O-])c1cccc(O)c1","1","0"
"brenda","318337","5125","P78329","520","CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O","1","0"
"brenda","318341","5657","A8CDR5","486","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","318354","4965","O09158","503","Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2O","1","0"
"brenda","318359","4965","O09158","503","CCCCCCCCC1OC1CCCCCCCC(=O)O","1","0"
"brenda","318404","5130","A2RRT9","525","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","318412","3383","P23295","403","Oc1ccc2ccccc2c1/N=N/c1ccccn1","1","0"
"brenda","318432","5316","W8JIS5","515","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)c1ccccc1","1","0"
"brenda","318469","5276","Q9UNU6","501","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","318524","5071","O75881","506","CN(C)c1ccccc1","1","0"
"brenda","318566","5279","Q6QNI4","494","Cc1cc([N+](=O)[O-])ccc1N","1","0"
"brenda","318781","5034","P05093","508","CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO","1","0"
"brenda","318817","5063","P08683","500","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","318848","5282","Q50EK6","481","N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O","1","0"
"brenda","318885","5105","Q9XHE8","496","Oc1ccc(Cl)cc1","1","0"
"brenda","318898","5254","F6H9N6","480","O=C1CCC(=O)CC1","1","0"
"brenda","318946","5644","O64698","499","CC1(C)S[C@@H]2[C@H](N=C(O)Cc3cccs3)C(=O)N2[C@H]1C(=O)O","1","0"
"brenda","318956","4981","P98187","520","COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O","1","0"
"brenda","318977","4931","B4XY99","401","c1ccc2c(c1)SCCCS2","1","0"
"brenda","318986","5657","A8CDR5","486","NCCc1ccc(O)c(O)c1","1","0"
"brenda","319012","5666","Q50LH4","495","O","1","0"
"brenda","319018","5287","F8S1I0","490","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O","1","0"
"brenda","319066","5253","Q2MJ20","479","CCCCCCCCCCC/C=C/C=C/C=C/C=C/C(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O","1","0"
"brenda","319187","4965","O09158","503","CCCCCCCCCCCCCC(O)CC(=O)O","1","0"
"brenda","319203","5123","P51589","502","N[C@@H](Cc1ccccc1)C(=O)O","1","0"
"brenda","319322","5071","O75881","506","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1nc(O)nc(O)c1N2","1","0"
"brenda","319349","5667","B1NF19","504","O=C1O[C@H]([C@@H](O)CO)C(O)=C1O","1","0"
"brenda","319410","5301","Q8K0C4","503","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","319479","5105","Q9XHE8","496","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","1","0"
"brenda","319515","5137","P37120","513","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO","1","0"
"brenda","319525","5035","P11715","507","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","319542","5209","Q9EP75","524","CC(C)Sc1ccccc1","1","0"
"brenda","319579","5167","Q8VWZ7","493","CN1CCC[C@H]1c1cccnc1","1","0"
"brenda","319589","4965","O09158","503","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","319608","5330","S4UX02","495","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","319617","5038","Q64410","508","Oc1ccc(Cl)cc1Cl","1","0"
"brenda","319645","5279","Q6QNI4","494","CC1=C(F)C(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O","1","0"
"brenda","319665","5000","P00191","496","[Cl-]","1","0"
"brenda","319673","4959","Q04552","498","CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12","1","0"
"brenda","319686","5189","P93147","499","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","319797","5103","Q9ZUX1","495","COC(C)(C)C(O)/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C","1","0"
"brenda","319874","5249","A0A3Q7HBJ5","476","C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO","1","0"
"brenda","319923","4928","Q9ZAU3","415","CC(C)CCC[C@H](C)[C@@H]1CC[C@H]2C3=CC[C@H]4[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","319930","4961","P11371","487","Clc1ccc(-c2ccccc2)cc1","1","0"
"brenda","319978","5147","Q9SD85","513","CC(C)C(C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","320026","5725","Q9VUF8","540","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","320056","5278","O02766","500","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","320124","5362","O15528","508","c1ccc(-c2ccccc2)cc1","1","0"
"brenda","320125","5123","P51589","502","CC(N)C(=O)N1CCC[C@H]1C(O)=NCC(=O)O","1","0"
"brenda","320127","5230","Q9AXH9","499","N[C@@H](CS)C(=O)O","1","0"
"brenda","320175","5357","Q64441","514","O=C(O)c1ccccc1Cl","1","0"
"brenda","320196","5255","I7C6E8","481","Nc1cccc(Cl)c1","1","0"
"brenda","320326","5673","I3QBP4","488","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","320385","5099","A0A068Q609","526","C1=C(c2ccccc2)CCCC1","1","0"
"brenda","320397","5106","P33261","490","O=C(O)c1ccc(O)cc1","1","0"
"brenda","320527","5253","Q2MJ20","479","N[C@@H](Cc1ccc(O)cc1)C(=O)O","1","0"
"brenda","320538","5267","Q9FH76","463","COc1cc2c(cc1O)C1Cc3ccc(OC)c(O)c3CN1CC2","1","0"
"brenda","320546","5188","Q2LAL0","503","CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","320658","5106","P33261","490","Cc1cccc([N+](=O)[O-])c1N","1","0"
"brenda","320704","5125","P78329","520","CC(C)=CCC/C(C)=C/CO","1","0"
"brenda","320828","5339","P15150","503","CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O","1","0"
"brenda","320895","5101","Q9FMV7","510","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","321101","5361","O35084","507","CC(=O)[C@@]1(O)CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","321111","4961","P11371","487","O=C1CCC(=O)CC1","1","0"
"brenda","321148","5129","Q02928","519","Oc1cccc(-c2ccccc2)c1","1","0"
"brenda","321195","21390","P24557","533","O=C([C@H](O)CO)[C@H](O)[C@H](O)COP(=O)(O)O","1","0"
"brenda","321197","5331","Q6WG30","499","O=C1O[C@H]([C@@H](O)CO)C(O)=C1O","1","0"
"brenda","321216","5188","Q2LAL0","503","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","321241","5322","I3V6B7","540","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","321285","5123","P51589","502","CCCCC(O)CC(C)=O","1","0"
"brenda","321341","5034","P05093","508","CC(C)=CCl","1","0"
"brenda","321379","5267","Q9FH76","463","NCCCC[C@@H](N)C(=O)O","1","0"
"brenda","321459","5109","P08684","503","CCC/C=C\C/C=C\CCCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O","1","0"
"brenda","321475","5111","A0A1D6F9Y9","554","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO","1","0"
"brenda","321599","3383","P23295","403","C1=C[NH+](Cc2ccccc2)CC=C1C1=CC[NH+](Cc2ccccc2)C=C1","1","0"
"brenda","321647","5130","A2RRT9","525","CC(C)=CCC/C(C)=C/CO","1","0"
"brenda","321728","4981","P98187","520","C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C","1","0"
"brenda","321751","5253","Q2MJ20","479","Clc1cccc(-c2cccc(Cl)c2)c1","1","0"
"brenda","321752","5657","A8CDR5","486","O=C(O)/C=C/c1ccc(O)cc1","1","0"
"brenda","321816","5228","Q8W4T9","485","CSc1ccc(Cl)cc1","1","0"
"brenda","321917","5339","P15150","503","CC1=C(C)C(O)C(C)=C(C)C1=O","1","0"
"brenda","321924","21351","Q9AVQ1","478","CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O","1","0"
"brenda","321942","5125","P78329","520","Cc1c2cccc(O)c2c(O)c2c(O)c3c(O)c(C(=N)O)c(O)cc3cc12","1","0"
"brenda","321976","5109","P08684","503","CCCC/C=C\CCCCCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O","1","0"
"brenda","321985","5287","F8S1I0","490","CN(C)[C@@H]1C(O)=C(C(=N)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12","1","0"
"brenda","321995","5211","P51869","522","O=C(O)c1cccc(O)c1","1","0"
"brenda","322000","5081","P27786","507","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","322008","5063","P08683","500","COP(=S)(OC)Oc1ccc(SC)c(C)c1","1","0"
"brenda","322029","5074","Q60991","507","c1ccc(-c2ccccc2)cc1","1","0"
"brenda","322048","4981","P98187","520","CC1Nc2cncnc2NC1C","1","0"
"brenda","322078","5320","O49394","523","CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","322100","5074","Q60991","507","CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O","1","0"
"brenda","322110","5295","Q16850","509","CC(O)=N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=N)nc3O)[C@H](O)[C@@H]2O)(C(=O)O)C[C@@H]1O","1","0"
"brenda","322130","5358","Q07973","514","CCC(C)/C=N/O","1","0"
"brenda","322137","5245","I7CT85","469","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","1","0"
"brenda","322192","5644","O64698","499","O=C(O)c1ccc(O)cc1","1","0"
"brenda","322230","5099","A0A068Q609","526","Oc1ccc([C@H]2Oc3cc(O)ccc3[C@H](O)[C@@H]2O)cc1","1","0"
"brenda","322248","5123","P51589","502","CC1CCC(=O)CC1","1","0"
"brenda","322250","5225","P98183","506","CC1CNc2[nH]c(=N)nc(O)c2N1","1","0"
"brenda","322327","5120","K7NBR2","473","O=C1CCCC1","1","0"
"brenda","322354","5358","Q07973","514","CN(C)[C@@H]1C(O)=C(C(=N)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12","1","0"
"brenda","322358","5194","Q43067","505","CCCCCCCCCCCCCCCCCC(=O)O","1","0"
"brenda","322542","5180","Q9SWR5","521","O=C(O)CCC(=O)C(=O)O","1","0"
"brenda","322692","5034","P05093","508","NCCc1ccccc1Cl","1","0"
"brenda","322719","5210","Q08477","520","CC(C)CCC[C@H](C)[C@H]1CC[C@H]2C3=CC[C@@H]4[C@](C)(CC[C@H](O)[C@]4(C)CO)[C@H]3CC[C@]12C","1","0"
"brenda","322774","5103","Q9ZUX1","495","O=C([O-])c1c(Cl)cccc1Cl","1","0"
"brenda","322800","5098","P48421","502","C=Cc1c(C)c2cc3[n-]c(cc4nc(cc5nc(cc1[n-]2)C(C)=C5CCC(C)=O)C(CCC(C)=O)=C4C)c(C)c3C=C.[Fe+6]","1","0"
"brenda","322809","5123","P51589","502","COc1ccc2c(C(F)(F)F)cc(=O)oc2c1","1","0"
"brenda","322862","5194","Q43067","505","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","1","0"
"brenda","322906","5171","Q59723","406","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O","1","0"
"brenda","323024","5267","Q9FH76","463","O=C1O[C@H]([C@@H](O)CO)C(O)=C1O","1","0"
"brenda","323081","5358","Q07973","514","CC(=O)c1ccc(N)cc1","1","0"
"brenda","323111","5128","B8QHP5","523","N=C(O)C1Cc2ccccc2C1","1","0"
"brenda","323164","5115","A0A0S1TP26","453","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21","1","0"
"brenda","323208","5290","A6YIH8","502","CC(C)C/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","323232","5359","Q09128","514","CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CCC4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C","1","0"
"brenda","323291","5672","B1NF18","505","CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2","1","0"
