enzyme_index,enzyme_input_id,global_enzyme_id,canonical_uniprot_id,receptor_status,enzyme_batch,has_heme,quality_tier,existing_pdb_path,alphafill_cif_path,heme_transplant_pdb_path,alphafold_pdb_path,heme_fe_x,heme_fe_y,heme_fe_z
696,J7MB22,ENZ_G000697,J7MB22,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-J7MB22-F1_heme.pdb,data\structures\alphafold\pdb\AF-J7MB22-F1.pdb,3.598,-3.652,2.867
697,K4BV52,ENZ_G000698,K4BV52,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\K4BV52-F1.cif,,,-6.864,-2.439,-4.91
698,K4CEE8,ENZ_G000699,K4CEE8,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\K4CEE8-F1.cif,,,5.227,6.308,1.105
699,K4CF70,ENZ_G000700,K4CF70,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\K4CF70-F1.cif,,,-0.423,7.774,-1.07
700,K4CI52,ENZ_G000701,K4CI52,pcpd_predicted,batch_1,1,,pcpd/CYP707A2Sl.pdb,,,,55.518,-7.17,12.263
701,K4CI56,ENZ_G000702,K4CI56,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-K4CI56-F1_heme.pdb,data\structures\alphafold\pdb\AF-K4CI56-F1.pdb,3.639,-3.316,1.784
702,K4K542,ENZ_G000703,K4K542,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-K4K542-F1_heme.pdb,data\structures\alphafold\pdb\AF-K4K542-F1.pdb,3.204,-0.492,2.353
703,K7NBR2,ENZ_G000704,K7NBR2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\K7NBR2-F1.cif,,,5.448,2.435,3.078
704,K7NBX0,ENZ_G000705,K7NBX0,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-K7NBX0-F1_heme.pdb,data\structures\alphafold\pdb\AF-K7NBX0-F1.pdb,5.027,0.933,2.524
705,K7VA31,ENZ_G000706,K7VA31,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-K7VA31-F1_heme.pdb,data\structures\alphafold\pdb\AF-K7VA31-F1.pdb,7.125,-1.736,3.502
706,KAJ5738141,ENZ_G000707,KAJ5738141,needs_colabfold,batch_2,0,,,,,,-5.621,-5.932,-5.290
707,L7T716,ENZ_G000708,L7T716,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-L7T716-F1_heme.pdb,data\structures\alphafold\pdb\AF-L7T716-F1.pdb,4.395,-1.817,3.625
708,L7T720,ENZ_G000709,L7T720,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\L7T720-F1.cif,,,1.156,1.702,4.47
709,L7T8H2,ENZ_G000710,L7T8H2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\L7T8H2-F1.cif,,,1.57,1.726,4.608
710,L7TC64,ENZ_G000711,L7TC64,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-L7TC64-F1_heme.pdb,data\structures\alphafold\pdb\AF-L7TC64-F1.pdb,3.168,-3.004,2.582
711,L7X0L7,ENZ_G000712,L7X0L7,pcpd_predicted,batch_1,1,,pcpd/CYP82N3.pdb,,,,55.137,-5.466,11.366
712,L7X3S1,ENZ_G000713,L7X3S1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\L7X3S1-F1.cif,,,3.566,-5.733,6.926
713,M1AUM0,ENZ_G000714,M1AUM0,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-M1AUM0-F1_heme.pdb,data\structures\alphafold\pdb\AF-M1AUM0-F1.pdb,2.139,-3.052,4.868
714,M1CCW2,ENZ_G000715,M1CCW2,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000715_heme.pdb,data\structures\alphafold\pdb\AF-M1CCW2-F1.pdb,-4.522,1.383,-4.204
715,M1GMS4,ENZ_G000716,M1GMS4,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-M1GMS4-F1_heme.pdb,data\structures\alphafold\pdb\AF-M1GMS4-F1.pdb,-1.125,-0.313,-6.001
716,M1KK91,ENZ_G000717,M1KK91,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-M1KK91-F1_heme.pdb,data\structures\alphafold\pdb\AF-M1KK91-F1.pdb,3.54,-3.401,2.08
717,M1KVN4,ENZ_G000718,M1KVN4,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-M1KVN4-F1_heme.pdb,data\structures\alphafold\pdb\AF-M1KVN4-F1.pdb,4.941,-3.402,0.752
718,M1KXD0,ENZ_G000719,M1KXD0,pcpd_predicted,batch_1,1,,pcpd/CYP82D33.pdb,,,,56.039,-6.566,11.677
719,M2V0Z8,ENZ_G000720,M2V0Z8,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-M2V0Z8-F1_heme.pdb,data\structures\alphafold\pdb\AF-M2V0Z8-F1.pdb,-2.846,7.509,0.623
720,M2V933,ENZ_G000721,M2V933,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\M2V933-F1.cif,,,4.267,0.644,3.309
721,M4WFN0,ENZ_G000722,M4WFN0,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-M4WFN0-F1_heme.pdb,data\structures\alphafold\pdb\AF-M4WFN0-F1.pdb,4.413,-3.228,4.145
722,M5PFT9,ENZ_G000723,M5PFT9,experimental_pdb,batch_1,1,,s1_rcsb/7Y98,,,,-3.6,-3.543,36.673
723,M9TKI6,ENZ_G000724,M9TKI6,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\M9TKI6-F1.cif,,,0.499,-7.348,0.843
724,O02766,ENZ_G000725,O02766,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O02766-F1.cif,,,-3.277,-4.046,-1.866
725,O04790,ENZ_G000726,O04790,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O04790-F1.cif,,,3.819,2.674,1.963
726,O08336,ENZ_G000727,O08336,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O08336-F1.cif,,,18.907,4.068,-16.438
727,O08394,ENZ_G000728,O08394,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O08394-F1.cif,,,-16.461,-7.176,-8.886
728,O09158,ENZ_G000729,O09158,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O09158-F1.cif,,,3.092,-0.848,2.977
729,O13345,ENZ_G000730,O13345,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\O13345-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-O13345-F1_heme.pdb,,5.446,2.641,0.892
730,O13820,ENZ_G000731,O13820,heme_transplant_failed,batch_2,0,,,data\structures\alphafill\cif\O13820-F1.cif,,,-0.920,4.117,5.307
731,O15528,ENZ_G000732,O15528,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O15528-F1.cif,,,-8.316,2.069,-5.999
732,O22203,ENZ_G000733,O22203,pcpd_predicted,batch_1,1,,pcpd/CYP98A3.pdb,,,,55.841,-5.98,12.165
733,O23051,ENZ_G000734,O23051,pcpd_predicted,batch_1,1,,pcpd/CYP88A3.pdb,,,,56.208,-7.728,11.742
734,O23066,ENZ_G000735,O23066,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O23066-F1.cif,,,5.907,4.8,3.851
735,O23365,ENZ_G000736,O23365,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O23365-F1.cif,,,1.085,-3.844,-2.509
736,O23976,ENZ_G000737,O23976,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O23976-F1.cif,,,3.24,-3.902,1.902
737,O24315,ENZ_G000738,O24315,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-O24315-F1_heme.pdb,data\structures\alphafold\pdb\AF-O24315-F1.pdb,2.947,-3.295,1.347
738,O24782,ENZ_G000739,O24782,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-O24782-F1_heme.pdb,data\structures\alphafold\pdb\AF-O24782-F1.pdb,-0.106,3.655,0.701
739,O31440,ENZ_G000740,O31440,experimental_pdb,batch_1,1,,s1_rcsb/7WYG,,,,44.358,-13.185,65.622
740,O34926,ENZ_G000741,O34926,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O34926-F1.cif,,,-1.137,-0.408,-4.947
741,O35084,ENZ_G000742,O35084,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O35084-F1.cif,,,0.705,4.049,5.165
742,O35132,ENZ_G000743,O35132,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O35132-F1.cif,,,1.373,-4.557,-2.205
743,O35728,ENZ_G000744,O35728,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O35728-F1.cif,,,-1.528,-4.47,-1.992
744,O43174,ENZ_G000745,O43174,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O43174-F1.cif,,,3.348,-5.566,2.485
745,O46658,ENZ_G000746,O46658,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O46658-F1.cif,,,-1.964,-0.266,-0.93
746,O48786,ENZ_G000747,O48786,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O48786-F1.cif,,,4.966,5.086,2.589
747,O48926,ENZ_G000748,O48926,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-O48926-F1_heme.pdb,data\structures\alphafold\pdb\AF-O48926-F1.pdb,4.171,1.061,2.432
748,O48958,ENZ_G000749,O48958,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O48958-F1.cif,,,4.674,-0.987,1.972
749,O49340,ENZ_G000750,O49340,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\O49340-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-O49340-F1_heme.pdb,,3.986,1.316,5.009
750,O49342,ENZ_G000751,O49342,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\O49342-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-O49342-F1_heme.pdb,,-9.432,5.727,-5.307
751,O49394,ENZ_G000752,O49394,pcpd_predicted,batch_1,1,,pcpd/CYP82C2.pdb,,,,55.417,-6.78,11.253
752,O55127,ENZ_G000753,O55127,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O55127-F1.cif,,,1.278,2.242,3.814
753,O64635,ENZ_G000754,O64635,pcpd_predicted,batch_1,1,,pcpd/CYP76C4.pdb,,,,55.947,-6.806,12.197
754,O64636,ENZ_G000755,O64636,pcpd_predicted,batch_1,1,,pcpd/CYP76C1.pdb,,,,55.279,-5.767,11.262
755,O64637,ENZ_G000756,O64637,pcpd_predicted,batch_1,1,,pcpd/CYP76C2.pdb,,,,55.769,-6.324,11.341
756,O64638,ENZ_G000757,O64638,pcpd_predicted,batch_1,1,,pcpd/CYP76C3.pdb,,,,55.871,-6.293,11.389
757,O64697,ENZ_G000758,O64697,pcpd_predicted,batch_1,1,,pcpd/CYP710A1.pdb,,,,57.007,-7.806,12.932
758,O64698,ENZ_G000759,O64698,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O64698-F1.cif,,,-0.312,-3.908,-1.381
759,O64899,ENZ_G000760,O64899,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O64899-F1.cif,,,2.14,-4.242,3.707
760,O64900,ENZ_G000761,O64900,alphafill_not_found,batch_2,0,,,,,,0.924,-4.564,-1.146
761,O64989,ENZ_G000762,O64989,experimental_pdb,batch_1,1,,s1_rcsb/6A15,,,,81.804,169.27,83.193
762,O65782,ENZ_G000763,O65782,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O65782-F1.cif,,,1.544,-0.099,5.133
763,O75881,ENZ_G000764,O75881,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O75881-F1.cif,,,-0.412,1.258,0.771
764,O76478,ENZ_G000765,O76478,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-O76478-F1_heme.pdb,data\structures\alphafold\pdb\AF-O76478-F1.pdb,4.064,-0.439,3.175
765,O80823,ENZ_G000766,O80823,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O80823-F1.cif,,,0.855,-6.446,1.886
766,O81077,ENZ_G000767,O81077,pcpd_predicted,batch_1,1,,pcpd/CYP707A2.pdb,,,,55.586,-7.774,12.162
767,O81117,ENZ_G000768,O81117,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O81117-F1.cif,,,1.972,3.054,5.086
768,O81345,ENZ_G000769,O81345,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O81345-F1.cif,,,1.747,-3.92,-1.499
769,O81346,ENZ_G000770,O81346,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O81346-F1.cif,,,1.536,-4.174,-0.33
770,O81928,ENZ_G000771,O81928,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O81928-F1.cif,,,4.675,-0.073,3.23
771,O81971,ENZ_G000772,O81971,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O81971-F1.cif,,,3.301,1.525,4.486
772,O87605,ENZ_G000773,O87605,experimental_pdb,batch_1,1,,s1_rcsb/2CD8,,,,23.929,3.945,28.365
773,O88833,ENZ_G000774,O88833,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O88833-F1.cif,,,-3.527,-0.047,-4.749
774,O88962,ENZ_G000775,O88962,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\O88962-F1.cif,,,5.023,-4.923,3.56
775,P00173,ENZ_G000776,P00173,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P00173-F1.cif,,,7.985,1.556,-6.871
776,P00176,ENZ_G000777,P00176,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P00176-F1.cif,,,-2.119,3.943,-1.747
777,P00178,ENZ_G000778,P00178,experimental_pdb,batch_1,1,,s1_rcsb/3MVR,,,,22.114,-44.898,-33.278
778,P00179,ENZ_G000779,P00179,experimental_pdb,batch_1,1,,s1_rcsb/1NR6,,,,-11.52,-20.023,-31.39
779,P00183,ENZ_G000780,P00183,experimental_pdb,batch_1,1,,s1_rcsb/1J51,,,,23.632,-10.272,-49.572
780,P00185,ENZ_G000781,P00185,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P00185-F1.cif,,,3.801,0.897,3.254
781,P00189,ENZ_G000782,P00189,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P00189-F1.cif,,,-6.685,-1.195,-5.507
782,P00191,ENZ_G000783,P00191,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P00191-F1.cif,,,-5.64,-0.094,-3.662
783,P00389,ENZ_G000784,P00389,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000784_heme.pdb,data\structures\alphafold\pdb\AF-P00389-F1.pdb,-9.34,3.164,-16.871
784,P04798,ENZ_G000785,P04798,experimental_pdb,batch_1,1,,s1_rcsb/4I8V,,,,-19.1,43.059,-34.29
785,P04799,ENZ_G000786,P04799,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P04799-F1.cif,,,3.333,-0.669,2.031
786,P05093,ENZ_G000787,P05093,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P05093-F1.cif,,,4.467,1.388,1.441
787,P05108,ENZ_G000788,P05108,experimental_pdb,batch_1,1,,s1_rcsb/3N9Y,,,,14.401,1.958,15.78
788,P05177,ENZ_G000789,P05177,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P05177-F1.cif,,,1.258,-1.853,0.993
789,P05181,ENZ_G000790,P05181,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P05181-F1.cif,,,3.78,-0.599,1.588
790,P05182,ENZ_G000791,P05182,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P05182-F1.cif,,,4.383,-0.056,2.497
791,P05185,ENZ_G000792,P05185,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P05185-F1.cif,,,-2.174,-0.526,-2.07
792,P08516,ENZ_G000793,P08516,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P08516-F1.cif,,,1.634,-5.416,-0.03
793,P08683,ENZ_G000794,P08683,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P08683-F1.cif,,,3.267,-0.529,0.867
794,P08684,ENZ_G000795,P08684,pcpd_predicted,batch_1,1,,pcpd/CYP3A4.pdb,,,,55.378,-6.408,10.981
795,P08686,ENZ_G000796,P08686,experimental_pdb,batch_1,1,,s1_rcsb/4Y8W,,,,-16.213,13.519,27.451
796,P0CT93,ENZ_G000797,P0CT93,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P0CT93-F1.cif,,,2.586,4.666,1.219
797,P0CU31,ENZ_G000798,P0CU31,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P0CU31-F1.cif,,,-4.979,1.104,-0.604
798,P0CU70,ENZ_G000799,P0CU70,no_template,batch_2,0,,,data\structures\alphafill\cif\P0CU70-F1.cif,,,4.979,6.477,1.391
799,P0DKI7,ENZ_G000800,P0DKI7,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000800_heme.pdb,data\structures\alphafold\pdb\AF-P0DKI7-F1.pdb,20.903,0.891,-17.534
800,P0DO13,ENZ_G000801,P0DO13,pcpd_predicted,batch_1,1,,pcpd/CYP71AY4.pdb,,,,56.321,-6.793,11.437
801,P0DO14,ENZ_G000802,P0DO14,heme_transplanted,batch_1,1,tier2,,data\structures\alphafill\cif\P0DO14-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DO14-F1_heme.pdb,,2.932,-0.054,4.499
802,P0DO22,ENZ_G000803,P0DO22,pcpd_predicted,batch_1,1,,pcpd/CYP71D800.pdb,,,,55.16,-6.976,11.396
803,P0DO32,ENZ_G000804,P0DO32,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\P0DO32-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DO32-F1_heme.pdb,,2.879,-0.449,2.331
804,P0DO35,ENZ_G000805,P0DO35,heme_transplanted,batch_1,1,tier2,,data\structures\alphafill\cif\P0DO35-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DO35-F1_heme.pdb,,2.712,-3.278,2.709
805,P0DO36,ENZ_G000806,P0DO36,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DO36-F1_heme.pdb,data\structures\alphafold\pdb\AF-P0DO36-F1.pdb,5.407,1.959,2.702
806,P0DO38,ENZ_G000807,P0DO38,pcpd_predicted,batch_1,1,,pcpd/CYP71D180.pdb,,,,55.798,-7.207,12.51
807,P0DO41,ENZ_G000808,P0DO41,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\P0DO41-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DO41-F1_heme.pdb,,5.56,2.352,4.216
808,P0DO79,ENZ_G000809,P0DO79,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DO79-F1_heme.pdb,data\structures\alphafold\pdb\AF-P0DO79-F1.pdb,1.496,0.693,5.17
809,P0DO82,ENZ_G000810,P0DO82,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DO82-F1_heme.pdb,data\structures\alphafold\pdb\AF-P0DO82-F1.pdb,-3.393,-0.021,-2.297
810,P0DO85,ENZ_G000811,P0DO85,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DO85-F1_heme.pdb,data\structures\alphafold\pdb\AF-P0DO85-F1.pdb,3.224,-1.652,1.236
811,P0DO87,ENZ_G000812,P0DO87,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DO87-F1_heme.pdb,data\structures\alphafold\pdb\AF-P0DO87-F1.pdb,3.294,0.756,3.622
812,P0DO88,ENZ_G000813,P0DO88,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DO88-F1_heme.pdb,data\structures\alphafold\pdb\AF-P0DO88-F1.pdb,2.273,-0.536,5.116
813,P0DO91,ENZ_G000814,P0DO91,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DO91-F1_heme.pdb,data\structures\alphafold\pdb\AF-P0DO91-F1.pdb,3.359,-0.176,2.667
814,P0DOX0,ENZ_G000815,P0DOX0,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P0DOX0-F1.cif,,,1.744,1.562,5.373
815,P0DPA4,ENZ_G000816,P0DPA4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P0DPA4-F1.cif,,,-0.2,-6.852,3.692
816,P0DPA7,ENZ_G000817,P0DPA7,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\P0DPA7-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DPA7-F1_heme.pdb,,4.282,-1.956,3.237
817,P0DPQ7,ENZ_G000818,P0DPQ7,experimental_pdb,batch_1,1,,s1_rcsb/6HQL,,,,41.396,80.287,42.578
818,P0DUK3,ENZ_G000819,P0DUK3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P0DUK3-F1.cif,,,-6.426,-0.204,-1.183
819,P0DUL3,ENZ_G000820,P0DUL3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P0DUL3-F1.cif,,,1.195,4.92,2.573
820,P0DXH4,ENZ_G000821,P0DXH4,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DXH4-F1_heme.pdb,data\structures\alphafold\pdb\AF-P0DXH4-F1.pdb,4.0,-4.142,3.239
821,P0DXH8,ENZ_G000822,P0DXH8,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DXH8-F1_heme.pdb,data\structures\alphafold\pdb\AF-P0DXH8-F1.pdb,-2.892,-6.186,-1.212
822,P0DXI3,ENZ_G000823,P0DXI3,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DXI3-F1_heme.pdb,data\structures\alphafold\pdb\AF-P0DXI3-F1.pdb,3.157,-3.615,-0.571
823,P0DXI4,ENZ_G000824,P0DXI4,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-P0DXI4-F1_heme.pdb,data\structures\alphafold\pdb\AF-P0DXI4-F1.pdb,1.064,-0.261,-4.777
824,P10612,ENZ_G000825,P10612,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\P10612-F1.cif,,,-7.633,3.164,-5.835
